txtAuthor,txtBody_Clean,gd_counts,gd_average,liwc_counts,liwc_averge
uglylifematters,hall of fame post,Counter(),0,"Counter({'Relativ': 2, 'Space': 1, 'Function': 1, 'Prep': 1, 'Drives': 1, 'Power': 1})",7
Psychocel,Da blackpill mustn't sink until read thoroughly,Counter({'planning': 1}),1,"Counter({'Function': 1, 'Prep': 1, 'Conj': 1, 'Relativ': 1, 'Time': 1, 'Verb': 1, 'Work': 1})",7
blickpall,"Psychocel said:                                    Da blackpill mustn't sink until read thoroughly            Click to expand...      The Blackpill Archives are coming soon, and a lot of threads are being stickied right now. I figured that it was time.",Counter({'planning': 2}),2,"Counter({'Function': 13, 'Verb': 7, 'Relativ': 7, 'Time': 4, 'Auxverb': 4, 'Prep': 3, 'FocusPresent': 3, 'FocusPast': 2, 'Conj': 2, 'Space': 2, 'FocusFuture': 2, 'Adverb': 2, 'CogProc': 2, 'Pronoun': 2, 'Ipron': 2, 'Social': 1, 'Percept': 1, 'Hear': 1, 'Work': 1, 'Motion': 1, 'Article': 1, 'Quant': 1, 'Tentat': 1, 'Insight': 1})",66
ProudIncelistani,KyloRen said:                                                                Click to expand...,Counter(),0,"Counter({'Verb': 1, 'Social': 1, 'Percept': 1, 'Hear': 1, 'FocusPast': 1, 'Function': 1, 'Prep': 1, 'Relativ': 1, 'Space': 1})",9
feio,Good.,Counter(),0,Counter(),0
Mainländer,High IQ post.,Counter(),0,Counter({'Relativ': 1}),1
KillerCel,God i love when people make the effort of using the scientific approach and use what they learned in university to get a point across instead of hurr durr muh feewings.    This article should be edited a bit more and reformated to look like a legit scientific article and try to publish it on some scientifc journals site.    DUDE WE NEED TO MAKE THIS SHIT AS LEGIT AS WE CAN.      Please publish it as a .pdf so i can save it and distribute the black pill.    Or even better use LaTex to format it perfectly !!!,"Counter({'relationship': 2, 'help': 2, 'deadline': 1, 'planning': 1, 'surveillance': 1, 'suicide': 1})",8,"Counter({'Function': 37, 'Verb': 11, 'Prep': 11, 'CogProc': 10, 'FocusPresent': 9, 'Work': 9, 'Pronoun': 8, 'Drives': 7, 'Conj': 7, 'Relativ': 7, 'Article': 7, 'Affect': 5, 'Posemo': 5, 'Ipron': 5, 'Space': 5, 'Adverb': 4, 'Cause': 4, 'Achieve': 4, 'Reward': 4, 'Adj': 4, 'Compare': 4, 'Ppron': 3, 'Social': 3, 'Auxverb': 3, 'Quant': 3, 'I': 2, 'Bio': 2, 'Interrog': 2, 'Percept': 2, 'See': 2, 'Tentat': 2, 'Affiliation': 1, 'Time': 1, 'Motion': 1, 'They': 1, 'Insight': 1, 'FocusPast': 1, 'Differ': 1, 'Discrep': 1, 'Health': 1, 'Ingest': 1, 'Certain': 1})",202
Mainländer,"Italcel said:                                    This thread fucking hurts, it should be permanently pinned on top            Click to expand...",Counter(),0,"Counter({'Function': 5, 'Verb': 3, 'Relativ': 3, 'Space': 3, 'Percept': 2, 'Adj': 2, 'Affect': 2, 'Negemo': 2, 'Auxverb': 2, 'Prep': 2, 'Social': 1, 'Hear': 1, 'FocusPast': 1, 'Anger': 1, 'Bio': 1, 'Sexual': 1, 'Informal': 1, 'Swear': 1, 'Sad': 1, 'Feel': 1, 'Pronoun': 1, 'Ipron': 1, 'CogProc': 1, 'Discrep': 1, 'FocusPresent': 1, 'Compare': 1, 'Drives': 1, 'Achieve': 1, 'Power': 1})",45
KillerCel,"You know what, since nobody is reacting to my request and op is not delivering i will reformat this shining blackpill into a legit article myself. You niggas make me furious, anyways once i'm done ill post it here.","Counter({'deadline': 2, 'help': 1, 'threat': 1, 'suicide': 1})",5,"Counter({'Function': 21, 'Pronoun': 9, 'Verb': 6, 'CogProc': 5, 'Relativ': 5, 'Ppron': 5, 'I': 5, 'FocusPresent': 4, 'Ipron': 4, 'Auxverb': 4, 'Prep': 3, 'Cause': 3, 'Informal': 3, 'Time': 2, 'Negate': 2, 'Affect': 2, 'Adverb': 2, 'Insight': 1, 'Interrog': 1, 'Social': 1, 'Drives': 1, 'Power': 1, 'Conj': 1, 'Netspeak': 1, 'Differ': 1, 'Motion': 1, 'FocusFuture': 1, 'Percept': 1, 'See': 1, 'Space': 1, 'Article': 1, 'Adj': 1, 'Posemo': 1, 'Swear': 1, 'Negemo': 1, 'Anger': 1, 'Filler': 1, 'Number': 1, 'FocusPast': 1, 'Bio': 1, 'Health': 1})",109
blickpall,"KillerCel said:                                    You know what, since nobody is reacting to my request and op is not delivering            Click to expand...                                      KillerCel said:                                    op is not delivering            Click to expand...      ...The fuck? I did all of the fucking work to make this post a reality. Where do you get off asking me to deliver to you the following:                                    KillerCel said:                                    publish it as a .pdf so i can save it and distribute the black pill.    Or even better use LaTex to format it perfectly !!!            Click to expand...      And then saying that I don't deliver just because I don't invest even more hours of work into learning how to use LaTex or reformatting from BBCode in general, just for your personal use? Jesus Christ. I know that the term entitled gets thrown at members of our community way too often, but in this case I really think it fits that you're being an entitled brat. Maybe once you actually do the work and share it, you can talk shit about people who never cosigned as contributors to this article and therefore are not obligated to humor your requests, but even then it would be ill-advised. And certainly don't talk shit to me when I did all of the work putting this together and all you're doing is effectively format adaptation. Miss me with all that.    In fact, why don't you just offer a link to the original work so that I can get credit for it and the site can gain visitors who are searching for quality content? Is sharing .pdfs really the most common way of spreading information nowadays, especially in contrast to sending a person a link with a preview? Or is it just because you want to put your hands on it and make it your own to some extent?                                    KillerCel said:                                    You niggas make me furious            Click to expand...      Lmfao.","Counter({'soldier': 6, 'relationship': 6, 'deadline': 3, 'help': 2, 'suicide': 2, 'planning': 2, 'surveillance': 1, 'murder': 1, 'threat': 1})",24,"Counter({'Function': 153, 'CogProc': 44, 'Verb': 42, 'Pronoun': 42, 'Prep': 39, 'FocusPresent': 38, 'Relativ': 37, 'Social': 36, 'Ipron': 23, 'Adverb': 21, 'Conj': 20, 'Auxverb': 19, 'Ppron': 19, 'Drives': 19, 'Space': 17, 'Article': 16, 'Affect': 15, 'Cause': 14, 'You': 12, 'Adj': 10, 'Work': 10, 'Time': 9, 'Differ': 9, 'Motion': 9, 'Certain': 9, 'Posemo': 9, 'Percept': 8, 'Insight': 8, 'Achieve': 8, 'FocusPast': 7, 'Informal': 7, 'Bio': 7, 'Quant': 7, 'Interrog': 6, 'I': 6, 'Reward': 6, 'Affiliation': 6, 'Hear': 5, 'Negate': 5, 'Negemo': 5, 'Anger': 5, 'Swear': 5, 'Compare': 5, 'Tentat': 4, 'Body': 3, 'Power': 2, 'Netspeak': 2, 'Sexual': 2, 'See': 2, 'Health': 2, 'FocusFuture': 2, 'Money': 2, 'Discrep': 2, 'Ingest': 1, 'We': 1, 'Number': 1, 'Feel': 1})",824
KillerCel,"blickpall said:                                    ...The fuck? I did all of the fucking work to make this post a reality. Where do you get off asking me to deliver to you the following:        And then saying that I don't deliver just because I don't invest even more hours of work into learning how to use LaTex or reformatting from BBCode in general, just for your personal use? Jesus Christ. I know that the term entitled gets thrown at members of our community way too often, but in this case I really think it fits that you're being an entitled brat. Maybe once you actually do the work and share it, you can talk shit about people who never cosigned as contributors to this article and therefore are not obligated to humor your requests, but even then it would be ill-advised. And certainly don't talk shit to me when I did all of the work putting this together and all you're doing is effectively format adaptation. Miss me with all that.    In fact, why don't you just offer a link to the original work so that I can get credit for it and the site can gain visitors who are searching for quality content? Is sharing .pdfs really the most common way of spreading information nowadays, especially in contrast to sending a person a link with a preview? Or is it just because you want to put your hands on it and make it your own to some extent?        Lmfao.            Click to expand...      My bad, i'm a very impatient person in general. I still think that changing the format from a forum post to something more scientific and compact could help spreading the valuable and edited information more easily and reach a wider audience. Forum posts can be taken down and are hard to read through on various platforms when you aren't actually on this website.","Counter({'soldier': 7, 'relationship': 6, 'planning': 4, 'deadline': 2, 'murder': 2, 'help': 2, 'surveillance': 1, 'suicide': 1, 'violence': 1})",26,"Counter({'Function': 156, 'CogProc': 42, 'Relativ': 41, 'Prep': 40, 'Pronoun': 39, 'Verb': 38, 'Social': 35, 'FocusPresent': 34, 'Adverb': 23, 'Ipron': 21, 'Conj': 21, 'Drives': 20, 'Space': 20, 'Auxverb': 19, 'Article': 19, 'Ppron': 18, 'Affect': 15, 'Adj': 14, 'You': 13, 'Work': 12, 'Cause': 11, 'Quant': 10, 'Time': 10, 'Insight': 9, 'Certain': 8, 'Motion': 8, 'Differ': 8, 'Posemo': 8, 'Compare': 7, 'Affiliation': 7, 'Negemo': 6, 'Bio': 6, 'Achieve': 6, 'Interrog': 6, 'Percept': 5, 'FocusPast': 5, 'Reward': 5, 'Tentat': 5, 'Anger': 4, 'Informal': 4, 'Swear': 4, 'I': 4, 'Body': 3, 'Power': 3, 'Discrep': 3, 'Hear': 2, 'Sexual': 2, 'FocusFuture': 2, 'Money': 2, 'Negate': 2, 'Feel': 2, 'We': 1, 'Number': 1, 'Health': 1, 'See': 1, 'Risk': 1, 'Anx': 1})",813
Weed,"TG-25 said:                                    It’s really good to see the other mods actually contributing content. Before only @Ryo_Hazuki actually posted, and others who post often like @retarded_dumbshit started posting much much less after becoming a mod.            Click to expand...      Becoming a mod changes ur mind tbh tbh","Counter({'honour': 1, 'surveillance': 1, 'relationship': 1, 'paranoia': 1})",4,"Counter({'Function': 18, 'CogProc': 8, 'Relativ': 6, 'Verb': 5, 'Adverb': 5, 'Differ': 5, 'Prep': 4, 'Pronoun': 4, 'Informal': 4, 'Social': 3, 'FocusPast': 3, 'Article': 3, 'Ipron': 3, 'Time': 3, 'Compare': 3, 'Quant': 3, 'Netspeak': 3, 'Percept': 2, 'Adj': 2, 'Hear': 1, 'Affect': 1, 'Posemo': 1, 'Drives': 1, 'Reward': 1, 'See': 1, 'FocusPresent': 1, 'Conj': 1, 'Interrog': 1, 'Tentat': 1, 'Swear': 1, 'Auxverb': 1, 'Insight': 1, 'Space': 1, 'Cause': 1, 'Motion': 1, 'Ppron': 1, 'You': 1})",105
fukmylyf,please post more content like this.,Counter({'relationship': 1}),1,"Counter({'Compare': 2, 'Function': 2, 'Affect': 1, 'Posemo': 1, 'Relativ': 1, 'Adj': 1, 'Quant': 1, 'Prep': 1, 'Pronoun': 1, 'Ipron': 1})",12
mikepence,great blackpill,Counter(),0,"Counter({'Adj': 1, 'Affect': 1, 'Posemo': 1, 'Drives': 1, 'Reward': 1})",5
blackcel,"LDPE said:                                    @blickpall    https://psmag.com/environment/17-to-1-reproductive-success    Very relevant to your work and with a nice graph you can incorporate                                                                                    Click to expand...      This probably is what created monogamy in most cultures.    What is the takeaway from this? It takes humanity about a thousand years to realize that polygamy destroys societies. Its over for us, buddy boyos.","Counter({'planning': 1, 'soldier': 1, 'help': 1})",3,"Counter({'Function': 24, 'Prep': 10, 'Social': 8, 'Drives': 8, 'Verb': 6, 'Pronoun': 6, 'FocusPresent': 6, 'Relativ': 5, 'Space': 4, 'Affect': 4, 'CogProc': 4, 'Posemo': 3, 'Achieve': 3, 'Work': 3, 'Adj': 3, 'Ppron': 3, 'Article': 3, 'Auxverb': 3, 'Ipron': 3, 'FocusPast': 2, 'Reward': 2, 'You': 2, 'Adverb': 2, 'Tentat': 2, 'Power': 2, 'Affiliation': 2, 'Percept': 1, 'Hear': 1, 'Conj': 1, 'Interrog': 1, 'Cause': 1, 'Compare': 1, 'Quant': 1, 'Number': 1, 'Time': 1, 'Insight': 1, 'Negemo': 1, 'Anger': 1, 'We': 1, 'Friend': 1, 'Male': 1})",138
37YearOldVirgin,"blickpall said:                                    Gotta give it up for the youngcels who would rather use this as a platform for expressing petty personal grievances than, you know, actually read the content and criticize the message.      This is something that I've given a lot of thought in the past few months and I tend to side with your parenthetical statement.    If there's anything I learned while compiling this post and reading all of the relevant sources, it's that selection is too strong to be weeded out in the foreseeable future. When the environment changes, selection changes with it in order to stay selective. As I mentioned in the post, the concept of what is valuable has changed drastically over the millennia but women consistently seek mates that demonstrate value as a general concept.    The thought process I had was in response to the hypothetical future where all future babies can be genetically modified and that all flaws can be surgically improved (and paid for by the state, as the content of that conversation went). I posited that if the entire male market changed from being 0-10 to being 9.0 to 10.0, then the 9.0s would become the new 0s because selection is contingent on the settings in which it occurs as much if not more than it does on the absolute value of what is being selected. An analogy would be if a low value male traveled to Asia and instantly became a high value male because of the perceived income disparity between him and the rest of his new competition. The same man with the same financial success goes from being middle-of-the-pack to being a top dog simply because he stepped foot in a different continent.    Similarly, a 9.5 who was a GigaChad among men would become a normie in an environment where 50% of all men were more attractive than him. A 1/10 incel would still only rise to the level of normie in a world where everyone above 2/10 was killed. So on and so forth.            Click to expand...        Excellent read. Exceptionally well sourced and written.  Have you done any research into the negative impacts on females dating within this new climate?  I've seen a lecture from an evolutionary biologist and an evolutionary psychologist who tangentially mentioned that the current mating climate is detrimental to both sexes.    Evidently the market has now split into two sub markets: What they dubbed the 'pleaure' pool (basically Tinder) and the 'marriage' pool (those seeking long term pair bonding).  Demographically the pools are unevenly distributed, with 6/1 male/female ratio in the pleasure pool, and the reverse in the marriage pool.  Apart from the negative impacts to self-perception and satisfaction that increased hyper-sexual behavior with high numbers of high market value males seems to have, particularly in view of her substantially lower value in the marriage market compared to the pleasure market, there also appears to be an emerging crisis of poverty for females who wish to find a high quality mate in the long term.    Essentially, a female enters into the pleasure market and, as she receives unprecedented levels of attention from males that are actually out of her league for pair bonding but eager to lower their genetic standards for mere copulation, her perception of her own true market value becomes miscalibrated, making her believe that she is several points higher in value than she actually is.  So when, after realizing that the  pleasure pool strategy is going nowhere long term, she finally enters the marriage pool, she invariably finds herself facing a very real genetic crysis for the following reasons:    1.) She is not actually worth nearly as much as she'd been lead to believe.    2.) Her value has been significantly diminished further by both the passage of time and her promiscuous behavior in the pleasure pool.    3.) All the best males have already been secured directly from the pleasure pool by females of higher genetic quality than her, and there is a deficit of viable mating options left.    4.) Due to the supply and demand problem in the marriage pool, the competition is ruthless and the female will have no choice to settle for a male of much lower caliber than she would have been able to secure initially (which would normally have been her looksmatch or slightly above), and several points below what she 'thinks she deserves due to her miscalibrated self-valuation. And this is IF she manages to do even that before the very narrow window that she has left closes forever, leaving her ever more desperate, bitter, and alone.    Needless to say, the resulting negative impact of either scenario on overall life satisfaction for the female is dire. And it all could have been avoided if she had only been properly calibrated in the first place and acted sooner to secure a mate of a commensurate value to her own.    Wonder if there's any value in investing more time in research of that nature.  Perhaps there could be some benefit in educating the public that the current trend of females pursuing genes that are truthfully out of their league via online dating is actually hurting them in the long run .    **And of course I'm not saying females have it 'nearly' as bad as males in the new climate. Indeed they never have.  Only that there appears to be a negative impact for females in the long-term too. And one that seems to be mostly going unnoticed  (even by females themselves).**","Counter({'planning': 12, 'loneliness': 7, 'relationship': 6, 'violence': 5, 'surveillance': 4, 'deadline': 4, 'soldier': 3, 'help': 2, 'desperation': 2, 'fixation': 1, 'paranoia': 1, 'suicide': 1, 'honour': 1})",49,"Counter({'Function': 456, 'Relativ': 143, 'Prep': 140, 'Verb': 120, 'CogProc': 107, 'Social': 94, 'Space': 83, 'Article': 81, 'Pronoun': 79, 'Auxverb': 74, 'FocusPresent': 67, 'Adj': 60, 'Drives': 56, 'Affect': 48, 'Conj': 46, 'Ipron': 42, 'Adverb': 39, 'Ppron': 37, 'Time': 37, 'Compare': 36, 'Female': 36, 'Posemo': 32, 'FocusPast': 29, 'SheHe': 28, 'Differ': 26, 'Work': 26, 'Power': 25, 'Insight': 23, 'Tentat': 23, 'Quant': 23, 'Motion': 23, 'Discrep': 18, 'Affiliation': 17, 'Certain': 17, 'Male': 16, 'Cause': 15, 'Negemo': 15, 'Money': 14, 'Interrog': 13, 'Percept': 12, 'Leisure': 12, 'FocusFuture': 10, 'Achieve': 10, 'Negate': 10, 'Bio': 8, 'Sad': 7, 'Family': 7, 'Risk': 7, 'They': 6, 'Anger': 4, 'Reward': 4, 'See': 4, 'Sexual': 4, 'Hear': 3, 'You': 3, 'Friend': 3, 'Number': 3, 'Death': 2, 'Anx': 2, 'Ingest': 1, 'Body': 1, 'Informal': 1, 'Nonflu': 1, 'Home': 1, 'Health': 1, 'Feel': 1})",2392
